,0
21971,0.99
21972,-0.01
21973,-0.15
21974,1.01
21975,0.02
21976,-0.18
21977,0.99
21978,0.02
21979,-0.14
21980,1.0
21981,-0.01
21982,-0.17
21983,1.01
21984,0.03
21985,-0.17
21986,0.99
21987,0.01
21988,-0.14
21989,1.0
21990,-0.01
21991,-0.18
21992,1.01
21993,0.03
21994,-0.16
21995,0.98
21996,-0.0
21997,-0.15
21998,1.01
21999,0.0
22000,-0.18
22001,1.0
22002,0.03
22003,-0.15
22004,0.99
22005,-0.01
22006,-0.16
22007,1.01
22008,0.02
22009,-0.18
22010,0.99
22011,0.02
22012,-0.14
22013,1.0
22014,-0.01
22015,-0.17
22016,1.01
22017,0.03
22018,-0.17
22019,0.99
22020,0.0
22021,-0.14
22022,1.01
22023,-0.01
22024,-0.18
22025,1.01
22026,0.03
22027,-0.16
22028,0.98
22029,-0.01
22030,-0.15
22031,1.01
22032,0.01
22033,-0.18
22034,1.0
22035,0.03
22036,-0.15
22037,0.99
22038,-0.01
22039,-0.16
22040,1.01
22041,0.02
22042,-0.18
22043,0.99
22044,0.02
22045,-0.14
22046,1.0
22047,-0.01
22048,-0.17
22049,1.01
22050,0.03
22051,-0.17
22052,0.99
22053,0.01
22054,-0.14
22055,1.01
22056,-0.01
22057,-0.18
22058,1.01
22059,0.03
22060,-0.16
22061,0.99
22062,-0.01
22063,-0.15
22064,1.01
22065,0.0
22066,-0.18
22067,1.0
22068,0.03
22069,-0.15
22070,0.99
22071,-0.01
22072,-0.16
22073,1.01
22074,0.02
22075,-0.18
22076,0.99
22077,0.02
22078,-0.14
22079,1.0
22080,0.0
22081,-0.14
22082,1.01
22083,-0.01
22084,-0.18
22085,1.0
22086,0.03
22087,-0.16
22088,0.99
22089,-0.01
22090,-0.15
22091,1.01
22092,0.0
22093,-0.18
22094,1.0
22095,0.03
22096,-0.15
22097,0.99
22098,-0.01
22099,-0.16
22100,1.01
22101,0.02
22102,-0.18
22103,0.99
22104,0.02
22105,-0.14
22106,1.0
22107,-0.01
22108,-0.17
22109,1.01
22110,0.03
22111,-0.17
22112,0.99
22113,0.01
22114,-0.14
22115,1.0
22116,-0.01
22117,-0.18
22118,1.01
22119,0.03
22120,-0.16
22121,0.99
22122,-0.0
22123,-0.15
22124,1.01
22125,0.0
22126,-0.18
22127,1.0
22128,0.03
22129,-0.15
22130,0.99
22131,-0.01
22132,-0.16
22133,1.01
22134,0.01
22135,-0.18
22136,0.99
22137,0.02
22138,-0.14
22139,1.0
22140,-0.01
22141,-0.17
22142,1.01
22143,0.03
22144,-0.17
22145,0.99
22146,0.01
22147,-0.14
22148,1.0
22149,-0.01
22150,-0.18
22151,1.01
22152,0.03
22153,-0.16
22154,0.99
22155,-0.0
22156,-0.15
22157,1.01
22158,0.0
22159,-0.18
22160,1.0
22161,0.03
22162,-0.15
22163,0.99
22164,-0.01
22165,-0.16
22166,1.01
22167,0.02
22168,-0.18
22169,0.99
22170,0.02
22171,-0.14
22172,1.0
22173,-0.01
22174,-0.17
22175,1.01
22176,0.03
22177,-0.17
22178,0.99
22179,0.01
22180,-0.14
22181,1.0
22182,-0.01
22183,-0.17
22184,1.01
22185,0.03
22186,-0.16
22187,0.98
22188,-0.0
22189,-0.14
22190,1.01
22191,0.0
22192,-0.18
22193,1.0
22194,0.03
22195,-0.15
22196,0.99
22197,-0.01
22198,-0.15
22199,1.01
22200,0.01
22201,-0.18
22202,0.99
22203,0.02
22204,-0.14
22205,1.0
22206,-0.02
22207,-0.17
22208,1.01
22209,0.02
22210,-0.17
22211,0.99
22212,0.01
22213,-0.14
22214,1.0
22215,-0.01
22216,-0.17
22217,1.01
22218,0.03
22219,-0.16
22220,0.99
22221,-0.0
22222,-0.14
22223,1.01
22224,-0.0
22225,-0.18
22226,1.0
22227,0.03
22228,-0.15
22229,0.99
22230,-0.01
22231,-0.15
22232,1.01
22233,0.01
22234,-0.18
22235,1.0
22236,0.02
22237,-0.14
22238,1.0
22239,-0.02
22240,-0.17
22241,1.01
22242,0.03
22243,-0.18
22244,0.99
22245,0.02
22246,-0.14
22247,1.0
22248,-0.01
22249,-0.17
22250,1.01
22251,0.03
22252,-0.16
22253,0.99
22254,-0.01
22255,-0.14
22256,1.01
22257,0.0
22258,-0.18
22259,1.0
22260,0.03
22261,-0.15
22262,0.99
22263,-0.01
22264,-0.15
22265,1.01
22266,0.01
22267,-0.18
22268,1.0
22269,0.02
22270,-0.15
22271,0.99
22272,0.01
22273,-0.14
22274,1.0
22275,-0.01
22276,-0.17
22277,1.01
22278,0.03
22279,-0.17
22280,0.98
22281,-0.0
22282,-0.14
22283,1.01
22284,-0.0
22285,-0.18
22286,1.01
22287,0.03
22288,-0.16
22289,0.99
22290,-0.01
22291,-0.15
22292,1.01
22293,0.01
22294,-0.18
22295,0.99
22296,0.02
22297,-0.14
22298,0.99
22299,-0.01
22300,-0.17
22301,1.01
22302,0.03
22303,-0.18
22304,0.99
22305,0.01
22306,-0.14
22307,1.0
22308,-0.02
22309,-0.17
22310,1.01
22311,0.03
22312,-0.17
22313,0.99
22314,0.01
22315,-0.15
22316,1.0
22317,0.0
22318,-0.18
22319,1.01
22320,0.03
22321,-0.15
22322,0.99
22323,-0.01
22324,-0.16
22325,1.01
22326,0.01
22327,-0.18
22328,1.0
22329,0.03
22330,-0.14
22331,0.99
22332,-0.02
22333,-0.16
22334,1.02
22335,0.02
22336,-0.18
22337,0.99
22338,0.02
22339,-0.14
22340,1.0
22341,-0.01
22342,-0.17
22343,1.01
22344,0.02
22345,-0.17
22346,0.99
22347,0.01
22348,-0.15
22349,1.01
22350,0.0
22351,-0.18
22352,1.0
22353,0.03
22354,-0.15
22355,0.99
22356,-0.01
22357,-0.15
22358,1.02
22359,0.01
22360,-0.19
22361,1.0
22362,0.03
22363,-0.14
22364,0.99
22365,-0.02
22366,-0.16
22367,1.02
22368,0.01
22369,-0.18
22370,1.0
22371,0.02
22372,-0.14
22373,0.99
22374,-0.01
22375,-0.16
22376,1.01
22377,0.02
22378,-0.17
22379,0.99
22380,0.01
22381,-0.15
22382,1.01
22383,0.0
22384,-0.17
22385,1.0
22386,0.03
22387,-0.15
22388,0.99
22389,-0.01
22390,-0.16
22391,1.02
22392,0.01
22393,-0.19
22394,1.0
22395,0.03
22396,-0.14
22397,0.99
22398,-0.02
22399,-0.16
22400,1.02
22401,0.02
22402,-0.19
22403,0.99
22404,0.02
22405,-0.14
22406,0.99
22407,-0.02
22408,-0.16
22409,1.01
22410,0.02
22411,-0.18
22412,0.99
22413,0.01
22414,-0.15
22415,1.0
22416,-0.01
22417,-0.17
22418,1.0
22419,0.02
22420,-0.16
22421,0.99
22422,-0.0
22423,-0.16
22424,1.01
22425,0.01
22426,-0.17
22427,0.99
22428,0.02
22429,-0.14
22430,0.99
22431,-0.02
22432,-0.17
22433,1.02
22434,0.02
22435,-0.18
22436,0.99
22437,0.02
22438,-0.13
22439,1.0
22440,-0.02
22441,-0.17
22442,1.02
22443,0.03
22444,-0.18
22445,0.98
22446,0.01
22447,-0.13
22448,1.0
22449,-0.02
22450,-0.17
22451,1.01
22452,0.03
22453,-0.17
22454,0.99
22455,0.0
22456,-0.14
22457,1.0
22458,-0.01
22459,-0.17
22460,1.01
22461,0.03
22462,-0.16
22463,0.99
22464,0.01
22465,-0.15
22466,1.0
22467,-0.0
22468,-0.18
22469,1.01
22470,0.02
22471,-0.16
22472,0.99
22473,-0.0
22474,-0.14
22475,1.01
22476,0.0
22477,-0.19
22478,1.0
22479,0.03
22480,-0.15
22481,0.98
22482,-0.01
22483,-0.14
22484,1.01
22485,0.01
22486,-0.2
22487,1.0
22488,0.03
22489,-0.14
22490,0.99
22491,-0.02
22492,-0.15
22493,1.02
22494,0.02
22495,-0.19
22496,0.99
22497,0.03
22498,-0.14
22499,0.99
22500,-0.03
22501,-0.16
22502,1.02
22503,0.03
22504,-0.18
22505,0.99
22506,0.02
22507,-0.14
22508,1.0
22509,-0.02
22510,-0.16
22511,1.01
22512,0.03
22513,-0.17
22514,0.99
22515,0.01
22516,-0.15
22517,1.0
22518,-0.01
22519,-0.17
22520,1.01
22521,0.02
22522,-0.16
22523,1.0
22524,0.0
22525,-0.17
22526,1.0
22527,0.01
22528,-0.16
22529,1.0
22530,0.01
22531,-0.15
22532,1.0
22533,0.0
22534,-0.18
22535,1.0
22536,0.02
22537,-0.16
22538,0.99
22539,-0.0
22540,-0.15
22541,1.01
22542,0.01
22543,-0.19
22544,1.0
22545,0.03
22546,-0.15
22547,0.98
22548,-0.02
22549,-0.15
22550,1.02
22551,0.02
22552,-0.19
22553,0.99
22554,0.03
22555,-0.14
22556,0.99
22557,-0.03
22558,-0.16
22559,1.03
22560,0.03
22561,-0.19
22562,0.98
22563,0.02
22564,-0.13
22565,0.99
22566,-0.03
22567,-0.17
22568,1.02
22569,0.04
22570,-0.19
22571,0.98
22572,0.01
22573,-0.13
22574,1.0
22575,-0.02
22576,-0.17
22577,1.02
22578,0.05
22579,-0.17
22580,0.98
22581,-0.0
22582,-0.14
22583,1.0
22584,-0.02
22585,-0.18
22586,1.01
22587,0.05
22588,-0.16
22589,0.98
22590,-0.01
22591,-0.15
22592,1.01
22593,0.0
22594,-0.18
22595,1.01
22596,0.04
22597,-0.15
22598,0.99
22599,-0.02
22600,-0.16
22601,1.01
22602,0.01
22603,-0.17
22604,1.0
22605,0.03
22606,-0.15
22607,0.99
22608,-0.01
22609,-0.17
22610,1.0
22611,0.02
22612,-0.16
22613,1.0
22614,0.02
22615,-0.15
22616,1.0
22617,-0.01
22618,-0.17
22619,1.0
22620,0.02
22621,-0.15
22622,1.0
22623,0.01
22624,-0.16
22625,1.0
22626,0.0
22627,-0.17
22628,0.99
22629,0.01
22630,-0.15
22631,1.01
22632,0.01
22633,-0.17
22634,1.0
22635,0.01
22636,-0.16
22637,0.99
22638,0.0
22639,-0.15
22640,1.01
22641,0.01
22642,-0.18
22643,1.0
22644,0.02
22645,-0.15
22646,0.99
22647,-0.01
22648,-0.16
22649,1.02
22650,0.02
22651,-0.18
22652,0.99
22653,0.01
22654,-0.14
22655,0.99
22656,0.0
22657,-0.13
22658,1.0
22659,-0.01
22660,-0.18
22661,1.01
22662,0.04
22663,-0.16
22664,0.98
22665,-0.01
22666,-0.14
22667,1.01
22668,-0.0
22669,-0.19
22670,1.01
22671,0.04
22672,-0.15
22673,0.98
22674,-0.03
22675,-0.14
22676,1.02
22677,0.02
22678,-0.2
22679,1.0
22680,0.04
22681,-0.13
22682,0.98
22683,-0.03
22684,-0.16
22685,1.02
22686,0.03
22687,-0.19
22688,0.98
22689,0.02
22690,-0.12
22691,0.99
22692,-0.03
22693,-0.17
22694,1.02
22695,0.05
22696,-0.18
22697,0.98
22698,0.0
22699,-0.12
22700,1.0
22701,-0.02
22702,-0.19
22703,1.02
22704,0.05
22705,-0.17
22706,0.97
22707,-0.02
22708,-0.13
22709,1.01
22710,-0.01
22711,-0.19
22712,1.01
22713,0.06
22714,-0.15
22715,0.98
22716,-0.03
22717,-0.14
22718,1.02
22719,0.01
22720,-0.2
22721,1.0
22722,0.04
22723,-0.13
22724,0.98
22725,-0.04
22726,-0.16
22727,1.02
22728,0.03
22729,-0.19
22730,0.99
22731,0.02
22732,-0.13
22733,0.99
22734,-0.04
22735,-0.18
22736,1.02
22737,0.05
22738,-0.18
22739,0.98
22740,0.0
22741,-0.13
22742,1.01
22743,-0.02
22744,-0.19
22745,1.01
22746,0.05
22747,-0.16
22748,0.98
22749,-0.02
22750,-0.14
22751,1.01
22752,-0.0
22753,-0.19
22754,1.0
22755,0.05
22756,-0.14
22757,0.98
22758,-0.03
22759,-0.15
22760,1.02
22761,0.02
22762,-0.19
22763,1.0
22764,0.03
22765,-0.13
22766,0.99
22767,-0.03
22768,-0.17
22769,1.02
22770,0.03
22771,-0.18
22772,0.99
22773,0.02
22774,-0.13
22775,1.0
22776,-0.02
22777,-0.18
22778,1.01
22779,0.04
22780,-0.17
22781,0.98
22782,-0.0
22783,-0.14
22784,1.01
22785,-0.01
22786,-0.18
22787,1.01
22788,0.04
22789,-0.15
22790,0.98
22791,-0.02
22792,-0.15
22793,1.01
22794,0.01
22795,-0.18
22796,1.0
22797,0.04
22798,-0.14
22799,0.99
22800,-0.02
22801,-0.16
22802,1.01
22803,0.02
22804,-0.18
22805,1.0
22806,0.02
22807,-0.14
22808,0.99
22809,-0.02
22810,-0.17
22811,1.01
22812,0.03
22813,-0.17
22814,0.99
22815,0.01
22816,-0.14
22817,1.0
22818,-0.01
22819,-0.18
22820,1.01
22821,0.04
22822,-0.16
22823,0.99
22824,-0.01
22825,-0.15
22826,1.0
22827,0.0
22828,-0.18
22829,1.0
22830,0.03
22831,-0.15
22832,0.99
22833,-0.01
22834,-0.16
22835,1.01
22836,0.01
22837,-0.18
22838,1.0
22839,0.02
22840,-0.15
22841,0.99
22842,-0.02
22843,-0.16
22844,1.01
22845,0.02
22846,-0.17
22847,1.0
22848,0.03
22849,-0.16
22850,0.99
22851,0.0
22852,-0.15
22853,1.0
22854,-0.0
22855,-0.17
22856,1.0
22857,0.03
22858,-0.16
22859,0.99
22860,-0.01
22861,-0.15
22862,1.0
22863,0.01
22864,-0.17
22865,1.0
22866,0.02
22867,-0.15
22868,1.0
22869,-0.01
22870,-0.16
22871,1.0
22872,0.02
22873,-0.17
22874,1.0
22875,0.01
22876,-0.15
22877,0.99
22878,-0.01
22879,-0.16
22880,1.01
22881,0.02
22882,-0.16
22883,1.0
22884,0.01
22885,-0.15
22886,1.0
22887,-0.0
22888,-0.17
22889,1.01
22890,0.03
22891,-0.16
22892,1.0
22893,-0.0
22894,-0.16
22895,1.0
22896,0.01
22897,-0.17
22898,1.0
22899,0.02
22900,-0.16
22901,1.0
22902,-0.01
22903,-0.16
22904,1.0
22905,0.02
22906,-0.17
22907,1.0
22908,0.01
22909,-0.15
22910,0.99
22911,-0.01
22912,-0.16
22913,1.0
22914,0.02
22915,-0.17
22916,1.0
22917,0.01
22918,-0.15
22919,1.0
22920,-0.0
22921,-0.17
22922,1.01
22923,0.03
22924,-0.16
22925,1.0
22926,-0.0
22927,-0.15
22928,1.0
22929,0.01
22930,-0.17
22931,1.0
22932,0.02
22933,-0.16
22934,1.0
22935,-0.01
22936,-0.16
22937,1.0
22938,0.02
22939,-0.17
22940,1.0
22941,0.01
22942,-0.15
22943,0.99
22944,-0.01
22945,-0.16
22946,1.0
22947,0.02
22948,-0.17
22949,1.0
22950,0.01
22951,-0.15
22952,1.0
22953,-0.0
22954,-0.17
22955,1.0
22956,0.03
22957,-0.16
22958,0.99
22959,-0.0
22960,-0.15
22961,1.0
22962,0.01
22963,-0.17
22964,1.0
22965,0.02
22966,-0.16
22967,1.0
22968,-0.01
22969,-0.16
22970,1.0
22971,0.02
22972,-0.17
22973,1.0
22974,0.02
22975,-0.15
22976,1.0
22977,-0.01
22978,-0.16
22979,1.01
22980,0.02
22981,-0.17
22982,1.0
22983,0.0
22984,-0.15
22985,1.0
22986,-0.0
22987,-0.17
22988,1.01
22989,0.03
22990,-0.16
22991,0.99
22992,-0.01
22993,-0.15
22994,1.0
22995,0.01
22996,-0.17
22997,1.0
22998,0.02
22999,-0.15
23000,0.99
23001,-0.01
23002,-0.16
23003,1.0
23004,0.02
23005,-0.17
23006,1.0
23007,0.01
23008,-0.15
23009,1.0
23010,-0.01
23011,-0.17
23012,1.01
23013,0.03
23014,-0.17
23015,1.0
23016,-0.0
23017,-0.15
23018,1.0
23019,-0.0
23020,-0.17
23021,1.0
23022,0.03
23023,-0.16
23024,0.99
23025,-0.01
23026,-0.15
23027,1.0
23028,0.01
23029,-0.18
23030,1.0
23031,0.02
23032,-0.15
23033,0.99
23034,-0.02
23035,-0.16
23036,1.01
23037,0.02
23038,-0.17
23039,1.0
23040,0.03
23041,-0.17
23042,0.99
23043,-0.01
23044,-0.15
23045,1.0
23046,0.0
23047,-0.18
23048,1.0
23049,0.03
23050,-0.16
23051,0.99
23052,-0.02
23053,-0.15
23054,1.01
23055,0.02
23056,-0.18
23057,1.0
23058,0.02
23059,-0.14
23060,0.99
23061,-0.02
23062,-0.16
23063,1.01
23064,0.03
23065,-0.17
23066,0.99
23067,0.01
23068,-0.14
23069,1.0
23070,-0.01
23071,-0.18
23072,1.01
23073,0.04
23074,-0.16
23075,0.99
23076,-0.01
23077,-0.14
23078,1.01
23079,0.01
23080,-0.18
23081,1.0
23082,0.03
23083,-0.15
23084,0.99
23085,-0.02
23086,-0.15
23087,1.01
23088,0.03
23089,-0.18
23090,0.99
23091,0.02
23092,-0.14
23093,1.0
23094,-0.02
23095,-0.17
23096,1.01
23097,0.04
23098,-0.17
23099,0.99
23100,-0.0
23101,-0.13
23102,1.0
23103,-0.01
23104,-0.18
23105,1.01
23106,0.04
23107,-0.16
23108,0.98
23109,-0.02
23110,-0.14
23111,1.01
23112,0.01
23113,-0.19
23114,1.0
23115,0.03
23116,-0.14
23117,0.99
23118,-0.03
23119,-0.16
23120,1.02
23121,0.03
23122,-0.19
23123,0.99
23124,0.01
23125,-0.13
23126,1.0
23127,-0.02
23128,-0.18
23129,1.01
23130,0.05
23131,-0.17
23132,0.98
23133,-0.01
23134,-0.13
23135,1.01
23136,-0.0
23137,-0.19
23138,1.01
23139,0.05
23140,-0.15
23141,0.98
23142,-0.03
23143,-0.15
23144,1.02
23145,0.02
23146,-0.2
23147,0.99
23148,0.03
23149,-0.13
23150,0.99
23151,-0.03
23152,-0.17
23153,1.02
23154,0.04
23155,-0.19
23156,0.98
23157,0.0
23158,-0.12
23159,1.0
23160,-0.02
23161,-0.19
23162,1.01
23163,0.05
23164,-0.16
23165,0.97
23166,-0.02
23167,-0.13
23168,1.01
23169,0.0
23170,-0.2
23171,1.0
23172,0.05
23173,-0.14
23174,0.98
23175,-0.04
23176,-0.15
23177,1.02
23178,0.03
23179,-0.2
23180,0.99
23181,0.02
23182,-0.12
23183,0.99
23184,-0.03
23185,-0.18
23186,1.02
23187,0.05
23188,-0.18
23189,0.97
23190,-0.01
23191,-0.12
23192,1.01
23193,-0.02
23194,-0.2
23195,1.01
23196,0.06
23197,-0.15
23198,0.97
23199,-0.03
23200,-0.13
23201,1.02
23202,0.01
23203,-0.21
23204,1.0
23205,0.04
23206,-0.13
23207,0.98
23208,-0.04
23209,-0.16
23210,1.03
23211,0.04
23212,-0.2
23213,0.98
23214,0.01
23215,-0.11
23216,1.0
23217,-0.03
23218,-0.19
23219,1.02
23220,0.06
23221,-0.18
23222,0.97
23223,-0.02
23224,-0.12
23225,1.01
23226,-0.01
23227,-0.21
23228,1.01
23229,0.06
23230,-0.14
23231,0.97
23232,0.03
23233,-0.12
23234,0.98
23235,-0.04
23236,-0.17
23237,1.03
23238,0.05
23239,-0.19
23240,0.97
23241,0.0
23242,-0.11
23243,1.0
23244,-0.03
23245,-0.2
23246,1.02
23247,0.06
23248,-0.17
23249,0.97
23250,-0.03
23251,-0.12
23252,1.02
23253,0.0
23254,-0.21
23255,1.0
23256,0.05
23257,-0.13
23258,0.97
23259,-0.04
23260,-0.15
23261,1.03
23262,0.03
23263,-0.21
23264,0.99
23265,0.03
23266,-0.11
23267,0.99
23268,-0.04
23269,-0.18
23270,1.03
23271,0.06
23272,-0.19
23273,0.97
23274,-0.01
23275,-0.11
23276,1.01
23277,-0.02
23278,-0.21
23279,1.01
23280,0.06
23281,-0.15
23282,0.97
23283,-0.03
23284,-0.13
23285,1.03
23286,0.01
23287,-0.22
23288,1.0
23289,0.05
23290,-0.12
23291,0.98
23292,-0.04
23293,-0.16
23294,1.03
23295,0.04
23296,-0.21
23297,0.98
23298,0.02
23299,-0.1
23300,1.0
23301,-0.04
23302,-0.19
23303,1.02
23304,0.06
23305,-0.18
23306,0.97
23307,-0.02
23308,-0.11
23309,1.02
23310,-0.01
23311,-0.21
23312,1.01
23313,0.06
23314,-0.14
23315,0.97
23316,-0.04
23317,-0.14
23318,1.03
23319,0.02
23320,-0.21
23321,0.99
23322,0.04
23323,-0.11
23324,0.98
23325,-0.04
23326,-0.17
23327,1.03
23328,0.05
23329,-0.2
23330,0.97
23331,0.0
23332,-0.1
23333,1.0
23334,-0.03
23335,-0.2
23336,1.02
23337,0.06
23338,-0.17
23339,0.96
23340,-0.02
23341,-0.12
23342,1.02
23343,0.0
23344,-0.21
23345,1.0
23346,0.05
23347,-0.13
23348,0.97
23349,-0.04
23350,-0.15
23351,1.03
23352,0.03
23353,-0.21
23354,0.98
23355,0.03
23356,-0.11
23357,0.99
23358,-0.04
23359,-0.18
23360,1.03
23361,0.05
23362,-0.19
23363,0.97
23364,-0.0
23365,-0.11
23366,1.01
23367,-0.02
23368,-0.2
23369,1.01
23370,0.05
23371,-0.15
23372,0.97
23373,-0.03
23374,-0.13
23375,1.02
23376,0.01
23377,-0.21
23378,1.0
23379,0.04
23380,-0.12
23381,0.98
23382,-0.04
23383,-0.16
23384,1.03
23385,0.03
23386,-0.2
23387,0.98
23388,0.02
23389,-0.11
23390,1.0
23391,-0.03
23392,-0.19
23393,1.02
23394,0.05
23395,-0.18
23396,0.97
23397,-0.01
23398,-0.12
23399,1.01
23400,-0.01
23401,-0.21
23402,1.01
23403,0.05
23404,-0.15
23405,0.97
23406,-0.03
23407,-0.14
23408,1.02
23409,0.02
23410,-0.21
23411,0.99
23412,0.03
23413,-0.12
23414,0.98
23415,-0.03
23416,-0.17
23417,1.03
23418,0.04
23419,-0.19
23420,0.98
23421,0.01
23422,-0.11
23423,1.0
23424,-0.02
23425,-0.13
23426,1.02
23427,0.0
23428,-0.2
23429,1.0
23430,0.04
23431,-0.14
23432,0.98
23433,-0.03
23434,-0.15
23435,1.03
23436,0.02
23437,-0.2
23438,0.99
23439,0.02
23440,-0.12
23441,0.99
23442,-0.02
23443,-0.18
23444,1.02
23445,0.04
23446,-0.18
23447,0.97
23448,-0.0
23449,-0.12
23450,1.01
23451,-0.01
23452,-0.19
23453,1.01
23454,0.04
23455,-0.16
23456,0.98
23457,-0.02
23458,-0.14
23459,1.02
23460,0.01
23461,-0.2
23462,1.0
23463,0.03
23464,-0.13
23465,0.98
23466,-0.02
23467,-0.16
23468,1.02
23469,0.03
23470,-0.19
23471,0.98
23472,0.01
23473,-0.12
23474,1.0
23475,-0.01
23476,-0.18
23477,1.02
23478,0.03
23479,-0.17
23480,0.98
23481,-0.0
23482,-0.13
23483,1.01
23484,0.0
23485,-0.19
23486,1.01
23487,0.03
23488,-0.15
23489,0.98
23490,-0.01
23491,-0.15
23492,1.02
23493,0.01
23494,-0.19
23495,1.0
23496,0.02
23497,-0.13
23498,0.99
23499,-0.01
23500,-0.17
23501,1.02
23502,0.03
23503,-0.18
23504,0.98
23505,0.0
23506,-0.13
23507,1.0
23508,-0.01
23509,-0.18
23510,1.01
23511,0.03
23512,-0.16
23513,0.98
23514,-0.01
23515,-0.14
23516,1.01
23517,0.01
23518,-0.19
23519,1.0
23520,0.02
23521,-0.14
23522,0.99
23523,-0.01
23524,-0.16
23525,1.02
23526,0.02
23527,-0.18
23528,0.99
23529,0.01
23530,-0.14
23531,1.0
23532,-0.0
23533,-0.17
23534,1.01
23535,0.02
23536,-0.17
23537,0.99
23538,0.0
23539,-0.14
23540,1.0
23541,0.0
23542,-0.18
23543,1.01
23544,0.02
23545,-0.15
23546,0.99
23547,-0.0
23548,-0.15
23549,1.01
23550,0.01
23551,-0.18
23552,1.0
23553,0.01
23554,-0.14
23555,0.99
23556,-0.0
23557,-0.17
23558,1.01
23559,0.02
23560,-0.17
23561,0.99
23562,0.0
23563,-0.14
23564,1.0
23565,0.0
23566,-0.18
23567,1.01
23568,0.02
23569,-0.16
23570,0.99
23571,0.0
23572,-0.15
23573,1.01
23574,0.01
23575,-0.18
23576,1.0
23577,0.01
23578,-0.15
23579,0.99
23580,0.0
23581,-0.16
23582,1.01
23583,0.02
23584,-0.17
23585,0.99
23586,0.0
23587,-0.15
23588,1.0
23589,0.01
23590,-0.17
23591,1.01
23592,0.01
23593,-0.16
23594,0.99
23595,-0.0
23596,-0.15
23597,1.0
23598,0.01
23599,-0.17
23600,1.0
23601,0.01
23602,-0.15
23603,0.99
23604,0.0
23605,-0.16
23606,1.0
23607,0.02
23608,-0.17
23609,1.0
23610,0.0
23611,-0.15
23612,1.0
23613,0.01
23614,-0.17
23615,1.0
23616,0.02
23617,-0.17
23618,1.0
23619,0.01
23620,-0.15
23621,0.99
23622,-0.0
23623,-0.16
23624,1.01
23625,0.02
23626,-0.17
23627,0.99
23628,-0.0
23629,-0.15
23630,1.0
23631,0.01
23632,-0.17
23633,1.01
23634,0.02
23635,-0.16
23636,0.99
23637,-0.01
23638,-0.15
23639,1.0
23640,0.02
23641,-0.17
23642,1.0
23643,0.01
23644,-0.15
23645,0.99
23646,-0.01
23647,-0.16
23648,1.01
23649,0.03
23650,-0.17
23651,0.99
23652,-0.0
23653,-0.14
23654,1.0
23655,0.0
23656,-0.17
23657,1.0
23658,0.03
23659,-0.16
23660,0.99
23661,-0.01
23662,-0.15
23663,1.01
23664,0.02
23665,-0.18
23666,1.0
23667,0.02
23668,-0.15
23669,0.99
23670,-0.02
23671,-0.16
23672,1.01
23673,0.03
23674,-0.18
23675,0.99
23676,0.0
23677,-0.14
23678,1.0
23679,-0.01
23680,-0.17
23681,1.01
23682,0.04
23683,-0.17
23684,0.99
23685,-0.01
23686,-0.14
23687,1.0
23688,0.01
23689,-0.18
23690,1.0
23691,0.03
23692,-0.15
23693,0.99
23694,-0.02
23695,-0.15
23696,1.01
23697,0.03
23698,-0.18
23699,0.99
23700,0.02
23701,-0.14
23702,1.0
23703,-0.02
23704,-0.17
23705,1.01
23706,0.04
23707,-0.18
23708,0.99
23709,-0.01
23710,-0.13
23711,1.01
23712,-0.01
23713,-0.19
23714,1.01
23715,0.04
23716,-0.16
23717,0.98
23718,-0.02
23719,-0.14
23720,1.01
23721,0.02
23722,-0.19
23723,1.0
23724,0.03
23725,-0.14
23726,0.99
23727,-0.03
23728,-0.16
23729,1.02
23730,0.04
23731,-0.19
23732,0.99
23733,0.01
23734,-0.12
23735,1.0
23736,-0.02
23737,-0.18
23738,1.01
23739,0.05
23740,-0.17
23741,0.98
23742,-0.02
23743,-0.13
23744,1.01
23745,-0.0
23746,-0.2
23747,1.01
23748,0.05
23749,-0.15
23750,0.98
23751,-0.03
23752,-0.15
23753,1.02
23754,0.03
23755,-0.2
23756,0.99
23757,0.02
23758,-0.12
23759,0.99
23760,-0.03
23761,-0.17
23762,1.02
23763,0.05
23764,-0.18
23765,0.98
23766,-0.0
23767,-0.12
23768,1.0
23769,-0.02
23770,-0.19
23771,1.01
23772,0.06
23773,-0.16
23774,0.97
23775,-0.03
23776,-0.13
23777,1.02
23778,0.01
23779,-0.21
23780,1.0
23781,0.04
23782,-0.13
23783,0.98
23784,-0.04
23785,-0.15
23786,1.03
23787,0.04
23788,-0.2
23789,0.98
23790,0.02
23791,-0.11
23792,0.99
23793,-0.03
23794,-0.18
23795,1.02
23796,0.06
23797,-0.18
23798,0.97
23799,-0.01
23800,-0.11
23801,1.01
23802,-0.01
23803,-0.2
23804,1.01
23805,0.06
23806,-0.15
23807,0.97
23808,0.04
23809,-0.12
23810,0.98
23811,-0.04
23812,-0.17
23813,1.03
23814,0.05
23815,-0.2
23816,0.97
23817,0.0
23818,-0.11
23819,1.0
23820,-0.03
23821,-0.19
23822,1.02
23823,0.06
23824,-0.17
23825,0.97
23826,-0.03
23827,-0.12
23828,1.02
23829,0.0
23830,-0.21
23831,1.0
23832,0.05
23833,-0.13
23834,0.97
23835,-0.04
23836,-0.15
23837,1.03
23838,0.03
23839,-0.21
23840,0.99
23841,0.03
23842,-0.11
23843,0.99
23844,-0.04
23845,-0.18
23846,1.03
23847,0.06
