,0
10119,0.02
10120,-0.18
10121,0.99
10122,0.02
10123,-0.14
10124,1.0
10125,-0.01
10126,-0.17
10127,1.01
10128,0.03
10129,-0.17
10130,0.99
10131,0.01
10132,-0.14
10133,1.01
10134,-0.01
10135,-0.18
10136,1.01
10137,0.03
10138,-0.16
10139,0.98
10140,-0.01
10141,-0.15
10142,1.01
10143,0.01
10144,-0.18
10145,1.0
10146,0.03
10147,-0.15
10148,0.99
10149,-0.01
10150,-0.16
10151,1.01
10152,0.02
10153,-0.18
10154,0.99
10155,0.01
10156,-0.14
10157,1.0
10158,-0.01
10159,-0.17
10160,1.01
10161,0.03
10162,-0.17
10163,0.98
10164,-0.0
10165,-0.14
10166,1.01
10167,-0.0
10168,-0.18
10169,1.0
10170,0.03
10171,-0.15
10172,0.98
10173,-0.01
10174,-0.15
10175,1.01
10176,-0.01
10177,-0.17
10178,1.01
10179,0.02
10180,-0.18
10181,0.99
10182,0.01
10183,-0.14
10184,1.0
10185,-0.01
10186,-0.18
10187,1.01
10188,0.03
10189,-0.16
10190,0.98
10191,-0.0
10192,-0.14
10193,1.01
10194,0.0
10195,-0.18
10196,1.0
10197,0.03
10198,-0.15
10199,0.99
10200,-0.01
10201,-0.16
10202,1.01
10203,0.02
10204,-0.18
10205,0.99
10206,0.02
10207,-0.14
10208,1.0
10209,-0.01
10210,-0.17
10211,1.01
10212,0.03
10213,-0.17
10214,0.99
10215,0.01
10216,-0.14
10217,1.01
10218,-0.01
10219,-0.18
10220,1.01
10221,0.03
10222,-0.16
10223,0.98
10224,-0.01
10225,-0.14
10226,1.01
10227,0.0
10228,-0.18
10229,0.99
10230,0.03
10231,-0.15
10232,0.99
10233,-0.01
10234,-0.16
10235,1.01
10236,0.02
10237,-0.18
10238,0.99
10239,0.02
10240,-0.14
10241,1.0
10242,-0.01
10243,-0.17
10244,1.01
10245,0.03
10246,-0.17
10247,0.98
10248,0.0
10249,-0.14
10250,1.01
10251,-0.0
10252,-0.18
10253,1.0
10254,0.03
10255,-0.15
10256,0.98
10257,-0.01
10258,-0.15
10259,1.01
10260,0.01
10261,-0.18
10262,0.99
10263,0.02
10264,-0.14
10265,1.0
10266,-0.01
10267,-0.16
10268,1.01
10269,0.02
10270,-0.18
10271,0.99
10272,0.01
10273,-0.14
10274,1.0
10275,-0.01
10276,-0.18
10277,1.01
10278,0.03
10279,-0.16
10280,0.98
10281,-0.0
10282,-0.14
10283,1.01
10284,0.0
10285,-0.18
10286,1.0
10287,0.03
10288,-0.15
10289,0.99
10290,-0.01
10291,-0.15
10292,1.01
10293,0.02
10294,-0.18
10295,0.99
10296,0.02
10297,-0.14
10298,1.0
10299,-0.01
10300,-0.17
10301,1.01
10302,0.03
10303,-0.17
10304,0.99
10305,0.01
10306,-0.14
10307,1.01
10308,-0.01
10309,-0.18
10310,1.01
10311,0.03
10312,-0.16
10313,0.99
10314,-0.01
10315,-0.15
10316,1.01
10317,0.01
10318,-0.18
10319,1.0
10320,0.03
10321,-0.15
10322,0.99
10323,-0.01
10324,-0.16
10325,1.01
10326,0.02
10327,-0.18
10328,0.99
10329,0.02
10330,-0.14
10331,1.0
10332,-0.01
10333,-0.17
10334,1.01
10335,0.03
10336,-0.17
10337,0.98
10338,0.0
10339,-0.14
10340,1.01
10341,-0.0
10342,-0.18
10343,1.0
10344,0.03
10345,-0.15
10346,0.99
10347,-0.01
10348,-0.15
10349,1.01
10350,0.01
10351,-0.18
10352,1.0
10353,0.02
10354,-0.14
10355,0.99
10356,-0.01
10357,-0.16
10358,1.01
10359,0.02
10360,-0.18
10361,0.99
10362,0.01
10363,-0.14
10364,1.0
10365,-0.01
10366,-0.18
10367,1.01
10368,-0.0
10369,-0.18
10370,1.0
10371,0.03
10372,-0.15
10373,0.99
10374,-0.01
10375,-0.15
10376,1.01
10377,0.01
10378,-0.18
10379,0.99
10380,0.02
10381,-0.14
10382,1.0
10383,-0.01
10384,-0.17
10385,1.01
10386,0.03
10387,-0.17
10388,0.99
10389,0.01
10390,-0.14
10391,1.01
10392,-0.01
10393,-0.18
10394,1.01
10395,0.03
10396,-0.16
10397,0.98
10398,-0.01
10399,-0.14
10400,1.01
10401,0.01
10402,-0.18
10403,1.0
10404,0.03
10405,-0.15
10406,0.99
10407,-0.01
10408,-0.16
10409,1.01
10410,0.02
10411,-0.18
10412,0.99
10413,0.02
10414,-0.14
10415,1.0
10416,-0.01
10417,-0.17
10418,1.01
10419,0.03
10420,-0.17
10421,0.99
10422,0.0
10423,-0.14
10424,1.01
10425,-0.01
10426,-0.18
10427,1.01
10428,0.03
10429,-0.16
10430,0.99
10431,-0.01
10432,-0.15
10433,1.01
10434,0.01
10435,-0.18
10436,0.99
10437,0.02
10438,-0.14
10439,0.99
10440,-0.01
10441,-0.16
10442,1.01
10443,0.02
10444,-0.18
10445,0.99
10446,0.01
10447,-0.14
10448,1.0
10449,-0.01
10450,-0.18
10451,1.01
10452,0.03
10453,-0.17
10454,0.98
10455,-0.0
10456,-0.14
10457,1.01
10458,-0.0
10459,-0.18
10460,1.0
10461,0.03
10462,-0.15
10463,0.99
10464,-0.01
10465,-0.15
10466,1.01
10467,0.01
10468,-0.18
10469,0.99
10470,0.02
10471,-0.14
10472,0.99
10473,-0.01
10474,-0.17
10475,1.01
10476,0.03
10477,-0.17
10478,0.99
10479,0.01
10480,-0.14
10481,1.0
10482,-0.01
10483,-0.18
10484,1.01
10485,0.03
10486,-0.16
10487,0.98
10488,-0.01
10489,-0.14
10490,1.01
10491,0.0
10492,-0.18
10493,1.0
10494,0.03
10495,-0.15
10496,0.99
10497,-0.01
10498,-0.16
10499,1.01
10500,0.02
10501,-0.18
10502,0.99
10503,0.02
10504,-0.14
10505,1.0
10506,-0.01
10507,-0.17
10508,1.01
10509,0.03
10510,-0.17
10511,0.99
10512,0.0
10513,-0.14
10514,1.01
10515,-0.01
10516,-0.18
10517,1.0
10518,0.03
10519,-0.16
10520,0.98
10521,-0.01
10522,-0.15
10523,1.01
10524,0.01
10525,-0.18
10526,1.0
10527,0.03
10528,-0.14
10529,0.99
10530,-0.01
10531,-0.16
10532,1.01
10533,0.02
10534,-0.18
10535,0.99
10536,0.01
10537,-0.14
10538,1.0
10539,-0.01
10540,-0.17
10541,1.01
10542,0.03
10543,-0.16
10544,0.98
10545,-0.0
10546,-0.14
10547,1.01
10548,-0.0
10549,-0.18
10550,1.0
10551,0.03
10552,-0.15
10553,0.99
10554,-0.01
10555,-0.15
10556,1.01
10557,0.01
10558,-0.18
10559,0.99
10560,0.03
10561,-0.17
10562,0.99
10563,0.01
10564,-0.14
10565,1.0
10566,-0.01
10567,-0.18
10568,1.01
10569,0.03
10570,-0.16
10571,0.98
10572,-0.0
10573,-0.14
10574,1.01
10575,0.0
10576,-0.18
10577,1.0
10578,0.03
10579,-0.15
10580,0.99
10581,-0.01
10582,-0.16
10583,1.01
10584,0.02
10585,-0.18
10586,0.99
10587,0.02
10588,-0.14
10589,1.0
10590,-0.01
10591,-0.17
10592,1.01
10593,0.03
10594,-0.17
10595,0.98
10596,0.0
10597,-0.14
10598,1.01
10599,-0.01
10600,-0.18
10601,1.0
10602,0.03
10603,-0.16
10604,0.98
10605,-0.01
10606,-0.15
10607,1.01
10608,0.01
10609,-0.18
10610,0.99
10611,0.03
10612,-0.14
10613,0.99
10614,-0.01
10615,-0.16
10616,1.01
10617,0.02
10618,-0.18
10619,0.99
10620,0.01
10621,-0.14
10622,1.0
10623,-0.01
10624,-0.17
10625,1.01
10626,0.03
10627,-0.17
10628,0.98
10629,-0.0
10630,-0.14
10631,1.01
10632,-0.0
10633,-0.18
10634,1.0
10635,0.03
10636,-0.15
10637,0.99
10638,-0.01
10639,-0.15
10640,1.01
10641,0.01
10642,-0.18
10643,0.99
10644,0.02
10645,-0.14
10646,0.99
10647,-0.01
10648,-0.17
10649,1.01
10650,0.02
10651,-0.17
10652,0.99
10653,0.01
10654,-0.14
10655,1.0
10656,-0.01
10657,-0.18
10658,1.01
10659,0.03
10660,-0.16
10661,0.98
10662,-0.0
10663,-0.14
10664,1.01
10665,0.0
10666,-0.18
10667,1.0
10668,0.03
10669,-0.15
10670,0.99
10671,-0.01
10672,-0.16
10673,1.01
10674,0.02
10675,-0.18
10676,0.99
10677,0.02
10678,-0.14
10679,1.0
10680,-0.01
10681,-0.17
10682,1.01
10683,0.03
10684,-0.17
10685,0.99
10686,0.0
10687,-0.14
10688,1.01
10689,-0.01
10690,-0.18
10691,1.0
10692,0.03
10693,-0.16
10694,0.99
10695,-0.01
10696,-0.15
10697,1.01
10698,0.01
10699,-0.18
10700,1.0
10701,0.03
10702,-0.14
10703,0.99
10704,-0.01
10705,-0.16
10706,1.01
10707,0.02
10708,-0.18
10709,0.99
10710,0.01
10711,-0.14
10712,1.0
10713,-0.01
10714,-0.17
10715,1.01
10716,0.03
10717,-0.17
10718,0.98
10719,0.0
10720,-0.14
10721,1.01
10722,-0.0
10723,-0.18
10724,1.0
10725,0.03
10726,-0.15
10727,0.99
10728,-0.01
10729,-0.15
10730,1.01
10731,0.01
10732,-0.18
10733,0.99
10734,0.02
10735,-0.14
10736,0.99
10737,-0.01
10738,-0.17
10739,1.01
10740,0.02
10741,-0.18
10742,0.99
10743,0.01
10744,-0.14
10745,1.0
10746,-0.01
10747,-0.18
10748,1.01
10749,0.03
10750,-0.16
10751,0.98
10752,0.03
10753,-0.15
10754,0.99
10755,-0.01
10756,-0.16
10757,1.01
10758,0.02
10759,-0.18
10760,0.99
10761,0.02
10762,-0.14
10763,1.0
10764,-0.01
10765,-0.17
10766,1.01
10767,0.03
10768,-0.17
10769,0.99
10770,0.0
10771,-0.14
10772,1.01
10773,-0.01
10774,-0.18
10775,1.0
10776,0.03
10777,-0.16
10778,0.98
10779,-0.01
10780,-0.15
10781,1.01
10782,0.01
10783,-0.18
10784,1.0
10785,0.03
10786,-0.15
10787,0.99
10788,-0.01
10789,-0.16
10790,1.01
10791,0.02
10792,-0.18
10793,0.99
10794,0.02
10795,-0.14
10796,1.0
10797,-0.01
10798,-0.17
10799,1.01
10800,0.03
10801,-0.17
10802,0.98
10803,-0.0
10804,-0.14
10805,1.01
10806,-0.0
10807,-0.18
10808,1.0
10809,0.03
10810,-0.15
10811,0.99
10812,-0.01
10813,-0.15
10814,1.01
10815,0.01
10816,-0.18
10817,0.99
10818,0.02
10819,-0.14
10820,0.99
10821,-0.01
10822,-0.16
10823,1.01
10824,0.02
10825,-0.18
10826,0.99
10827,0.01
10828,-0.14
10829,1.0
10830,-0.01
10831,-0.18
10832,1.01
10833,0.03
10834,-0.16
10835,0.98
10836,-0.0
10837,-0.14
10838,1.01
10839,0.0
10840,-0.18
10841,1.0
10842,0.03
10843,-0.15
10844,0.99
10845,-0.01
10846,-0.15
10847,1.01
10848,0.02
10849,-0.18
10850,0.99
10851,0.02
10852,-0.14
10853,1.0
10854,-0.01
10855,-0.17
10856,1.01
10857,0.03
10858,-0.17
10859,0.99
10860,0.0
10861,-0.14
10862,1.01
10863,-0.0
10864,-0.18
10865,1.0
10866,0.03
10867,-0.16
10868,0.98
10869,-0.01
10870,-0.15
10871,1.01
10872,0.01
10873,-0.18
10874,0.99
10875,0.03
10876,-0.15
10877,0.99
10878,-0.01
10879,-0.16
10880,1.01
10881,0.02
10882,-0.18
10883,0.99
10884,0.02
10885,-0.14
10886,1.0
10887,-0.01
10888,-0.17
10889,1.01
10890,0.03
10891,-0.17
10892,0.98
10893,-0.0
10894,-0.14
10895,1.01
10896,-0.0
10897,-0.18
10898,1.0
10899,0.03
10900,-0.15
10901,0.99
10902,-0.01
10903,-0.15
10904,1.01
10905,0.01
10906,-0.18
10907,0.99
10908,0.02
10909,-0.14
10910,0.99
10911,-0.01
10912,-0.16
10913,1.01
10914,0.02
10915,-0.18
10916,0.99
10917,0.01
10918,-0.14
10919,1.0
10920,-0.01
10921,-0.18
10922,1.01
10923,0.03
10924,-0.16
10925,0.98
10926,-0.0
10927,-0.14
10928,1.01
10929,-0.0
10930,-0.18
10931,1.0
10932,0.03
10933,-0.15
10934,0.99
10935,-0.01
10936,-0.15
10937,1.01
10938,0.02
10939,-0.18
10940,0.99
10941,0.02
10942,-0.14
10943,1.0
10944,0.01
10945,-0.14
10946,1.0
10947,-0.01
10948,-0.18
10949,1.0
10950,0.03
10951,-0.16
10952,0.98
10953,-0.01
10954,-0.15
10955,1.01
10956,0.0
10957,-0.18
10958,1.0
10959,0.03
10960,-0.15
10961,0.99
10962,-0.01
10963,-0.16
10964,1.01
10965,0.02
10966,-0.18
10967,0.99
10968,0.02
10969,-0.14
10970,1.0
10971,-0.01
10972,-0.17
10973,1.01
10974,0.03
10975,-0.17
10976,0.98
10977,0.0
10978,-0.14
10979,1.01
10980,-0.0
10981,-0.18
10982,1.0
10983,0.03
10984,-0.16
10985,0.99
10986,-0.01
10987,-0.15
10988,1.01
10989,0.01
10990,-0.19
10991,1.0
10992,0.02
10993,-0.14
10994,0.99
10995,-0.01
10996,-0.16
10997,1.01
10998,0.02
10999,-0.18
11000,0.99
11001,0.01
11002,-0.14
11003,1.0
11004,-0.01
11005,-0.18
11006,1.01
11007,0.03
11008,-0.16
11009,0.98
11010,-0.0
11011,-0.14
11012,1.01
11013,0.0
11014,-0.18
11015,1.0
11016,0.03
11017,-0.15
11018,0.99
11019,-0.01
11020,-0.15
11021,1.01
11022,0.01
11023,-0.18
11024,0.99
11025,0.02
11026,-0.14
11027,0.99
11028,-0.01
11029,-0.17
11030,1.01
11031,0.03
11032,-0.17
11033,0.99
11034,0.01
11035,-0.14
11036,1.0
11037,-0.01
11038,-0.18
11039,1.01
11040,0.03
11041,-0.16
11042,0.98
11043,-0.01
11044,-0.14
11045,1.01
11046,0.01
11047,-0.18
11048,0.99
11049,0.03
11050,-0.15
11051,0.99
11052,-0.01
11053,-0.16
11054,1.01
11055,0.02
11056,-0.18
11057,0.99
11058,0.02
11059,-0.14
11060,1.0
11061,-0.01
11062,-0.17
11063,1.01
11064,0.03
11065,-0.17
11066,0.99
11067,0.0
11068,-0.14
11069,1.01
11070,-0.0
11071,-0.18
11072,1.0
11073,0.03
11074,-0.16
11075,0.98
11076,-0.01
11077,-0.15
11078,1.01
11079,0.01
11080,-0.18
11081,0.99
11082,0.02
11083,-0.14
11084,0.99
11085,-0.01
11086,-0.16
11087,1.01
11088,0.02
11089,-0.18
11090,0.99
11091,0.01
11092,-0.14
11093,1.0
11094,-0.01
11095,-0.18
11096,1.01
11097,0.03
11098,-0.16
11099,0.98
11100,-0.0
11101,-0.14
11102,1.01
11103,0.0
11104,-0.18
11105,1.0
11106,0.03
11107,-0.15
11108,0.99
11109,-0.01
11110,-0.15
11111,1.01
11112,0.01
11113,-0.18
11114,0.99
11115,0.02
11116,-0.14
11117,1.0
11118,-0.01
11119,-0.17
11120,1.01
11121,0.03
11122,-0.17
11123,0.99
11124,0.01
11125,-0.14
11126,1.0
11127,-0.01
11128,-0.18
11129,1.01
11130,0.03
11131,-0.16
11132,0.98
11133,-0.01
11134,-0.14
11135,1.01
11136,-0.01
11137,-0.16
11138,1.01
11139,0.02
11140,-0.18
11141,0.99
11142,0.02
11143,-0.14
11144,1.0
11145,-0.01
11146,-0.17
11147,1.01
11148,0.03
11149,-0.17
11150,0.98
11151,0.0
11152,-0.14
11153,1.01
11154,-0.0
11155,-0.18
11156,1.0
11157,0.03
11158,-0.15
11159,0.99
11160,-0.01
11161,-0.15
11162,1.01
11163,0.01
11164,-0.18
11165,0.99
11166,0.02
11167,-0.14
11168,0.99
11169,-0.01
11170,-0.16
11171,1.01
11172,0.02
11173,-0.18
11174,0.99
11175,0.01
11176,-0.14
11177,1.0
11178,-0.01
11179,-0.18
11180,1.01
11181,0.03
11182,-0.16
11183,0.98
11184,-0.0
11185,-0.14
11186,1.01
11187,0.0
11188,-0.18
11189,1.0
11190,0.03
11191,-0.15
11192,0.99
11193,-0.01
11194,-0.15
11195,1.01
11196,0.01
11197,-0.18
11198,0.99
11199,0.02
11200,-0.14
11201,1.0
11202,-0.01
11203,-0.17
11204,1.01
11205,0.03
11206,-0.17
11207,0.99
11208,0.01
11209,-0.14
11210,1.0
11211,-0.01
11212,-0.18
11213,1.0
11214,0.03
11215,-0.16
11216,0.98
11217,-0.01
11218,-0.14
11219,1.01
11220,0.0
11221,-0.18
11222,1.0
11223,0.03
11224,-0.15
11225,0.99
11226,-0.01
11227,-0.16
11228,1.01
11229,0.02
11230,-0.18
11231,0.99
11232,0.02
11233,-0.14
11234,1.0
11235,-0.01
11236,-0.17
11237,1.01
11238,0.03
11239,-0.17
11240,0.98
11241,0.0
11242,-0.14
11243,1.01
11244,-0.0
11245,-0.18
11246,1.0
11247,0.03
11248,-0.16
11249,0.98
11250,-0.01
11251,-0.15
11252,1.01
11253,0.01
11254,-0.18
11255,0.99
11256,0.02
11257,-0.14
11258,0.99
11259,-0.01
11260,-0.16
11261,1.01
11262,0.02
11263,-0.18
11264,0.99
11265,0.01
11266,-0.14
11267,1.0
11268,-0.01
11269,-0.17
11270,1.01
11271,0.03
11272,-0.16
11273,0.98
11274,-0.0
11275,-0.14
11276,1.01
11277,-0.0
11278,-0.18
11279,1.0
11280,0.03
11281,-0.15
11282,0.99
11283,-0.01
11284,-0.15
11285,1.01
11286,0.01
11287,-0.18
11288,0.99
11289,0.02
11290,-0.14
11291,0.99
11292,-0.01
11293,-0.17
11294,1.01
11295,0.03
11296,-0.17
11297,0.99
11298,0.01
11299,-0.14
11300,1.0
11301,-0.01
11302,-0.18
11303,1.01
11304,0.03
11305,-0.16
11306,0.98
11307,-0.01
11308,-0.14
11309,1.01
11310,0.0
11311,-0.18
11312,1.0
11313,0.03
11314,-0.15
11315,0.99
11316,-0.01
11317,-0.16
11318,1.01
11319,0.02
11320,-0.18
11321,0.99
11322,0.02
11323,-0.14
11324,1.0
11325,-0.01
11326,-0.17
11327,1.01
11328,-0.01
11329,-0.18
11330,1.0
11331,0.03
11332,-0.16
11333,0.98
11334,-0.01
11335,-0.15
11336,1.01
11337,0.01
11338,-0.18
11339,1.0
11340,0.03
11341,-0.14
11342,0.99
11343,-0.01
11344,-0.16
11345,1.01
11346,0.02
11347,-0.18
11348,0.99
11349,0.01
11350,-0.14
11351,1.0
11352,-0.01
11353,-0.17
11354,1.01
11355,0.03
11356,-0.17
11357,0.98
11358,-0.0
11359,-0.14
11360,1.01
11361,-0.0
11362,-0.18
11363,1.0
11364,0.03
11365,-0.15
11366,0.99
11367,-0.01
11368,-0.15
11369,1.01
11370,0.01
11371,-0.18
11372,0.99
11373,0.02
11374,-0.14
11375,0.99
11376,-0.01
11377,-0.17
11378,1.01
11379,0.02
11380,-0.17
11381,0.99
11382,0.01
11383,-0.14
11384,1.0
11385,-0.01
11386,-0.18
11387,1.01
11388,0.03
11389,-0.16
11390,0.98
11391,-0.01
11392,-0.14
11393,1.01
11394,0.0
11395,-0.18
11396,1.0
11397,0.03
11398,-0.15
11399,0.99
11400,-0.01
11401,-0.16
11402,1.01
11403,0.02
11404,-0.18
11405,0.99
11406,0.02
11407,-0.14
11408,1.0
11409,-0.01
11410,-0.17
11411,1.01
11412,0.03
11413,-0.17
11414,0.99
11415,0.0
11416,-0.14
11417,1.01
11418,-0.01
11419,-0.18
11420,1.0
11421,0.03
11422,-0.16
11423,0.98
11424,-0.01
11425,-0.15
11426,1.01
11427,0.01
11428,-0.18
11429,1.0
11430,0.03
11431,-0.15
11432,0.99
11433,-0.01
11434,-0.16
11435,1.01
11436,0.02
11437,-0.18
11438,0.99
11439,0.01
11440,-0.14
11441,1.0
11442,-0.01
11443,-0.17
11444,1.01
11445,0.03
11446,-0.17
11447,0.98
11448,-0.0
11449,-0.14
11450,1.01
11451,-0.0
11452,-0.18
11453,1.0
11454,0.03
11455,-0.15
11456,0.99
11457,-0.01
11458,-0.15
11459,1.01
11460,0.01
11461,-0.18
11462,0.99
11463,0.02
11464,-0.14
11465,0.99
11466,-0.01
11467,-0.17
11468,1.01
11469,0.03
11470,-0.17
11471,0.99
11472,0.01
11473,-0.14
11474,1.0
11475,-0.01
11476,-0.18
11477,1.01
11478,0.03
11479,-0.16
11480,0.98
11481,-0.01
11482,-0.14
11483,1.01
11484,0.0
11485,-0.18
11486,1.0
11487,0.03
11488,-0.15
11489,0.99
11490,-0.01
11491,-0.16
11492,1.01
11493,0.02
11494,-0.18
11495,0.99
11496,0.02
11497,-0.14
11498,1.0
11499,-0.01
11500,-0.17
11501,1.01
11502,0.03
11503,-0.17
11504,0.99
11505,0.0
11506,-0.14
11507,1.01
11508,-0.01
11509,-0.18
11510,1.0
11511,0.03
11512,-0.16
11513,0.98
11514,-0.01
11515,-0.15
11516,1.01
11517,0.01
11518,-0.18
11519,1.0
11520,0.02
11521,-0.18
11522,0.99
11523,0.01
11524,-0.14
11525,1.0
11526,-0.01
11527,-0.17
11528,1.01
11529,0.03
11530,-0.16
11531,0.98
11532,-0.0
11533,-0.14
11534,1.01
11535,-0.0
11536,-0.18
11537,1.0
11538,0.03
11539,-0.15
11540,0.99
11541,-0.01
11542,-0.15
11543,1.01
11544,0.01
11545,-0.18
11546,0.99
11547,0.02
11548,-0.14
11549,1.0
11550,-0.01
11551,-0.16
11552,1.01
11553,0.02
11554,-0.18
11555,0.99
11556,0.01
11557,-0.14
11558,1.0
11559,-0.01
11560,-0.18
11561,1.01
11562,0.03
11563,-0.16
11564,0.98
11565,-0.0
11566,-0.14
11567,1.01
11568,0.0
11569,-0.18
11570,1.0
11571,0.03
11572,-0.15
11573,0.99
11574,-0.01
11575,-0.15
11576,1.01
11577,0.02
11578,-0.18
11579,0.99
11580,0.02
11581,-0.14
11582,1.0
11583,-0.01
11584,-0.17
11585,1.01
11586,0.03
11587,-0.17
11588,0.99
11589,0.0
11590,-0.14
11591,1.01
11592,-0.01
11593,-0.18
11594,1.01
11595,0.03
11596,-0.16
11597,0.98
11598,-0.01
11599,-0.15
11600,1.01
11601,0.0
11602,-0.18
11603,1.0
11604,0.03
11605,-0.15
11606,0.99
11607,-0.01
11608,-0.16
11609,1.01
11610,0.02
11611,-0.18
11612,0.99
11613,0.02
11614,-0.14
11615,1.0
11616,-0.01
11617,-0.17
11618,1.01
11619,0.03
11620,-0.17
11621,0.99
11622,0.0
11623,-0.14
11624,1.01
11625,-0.0
11626,-0.18
11627,1.0
11628,0.03
11629,-0.16
11630,0.98
11631,-0.01
11632,-0.15
11633,1.01
11634,0.01
11635,-0.18
11636,0.99
11637,0.03
11638,-0.14
11639,0.99
11640,-0.01
11641,-0.16
11642,1.01
11643,0.02
11644,-0.18
11645,0.99
11646,0.01
11647,-0.14
11648,1.0
11649,-0.01
11650,-0.17
11651,1.01
11652,0.03
11653,-0.17
11654,0.99
11655,0.0
11656,-0.14
11657,1.01
11658,-0.0
11659,-0.18
11660,1.0
11661,0.03
11662,-0.15
11663,0.99
11664,-0.01
11665,-0.15
11666,1.01
11667,0.01
11668,-0.18
11669,0.99
11670,0.02
11671,-0.14
11672,0.99
11673,-0.01
11674,-0.16
11675,1.01
11676,0.02
11677,-0.17
11678,0.99
11679,0.01
11680,-0.14
11681,1.0
11682,-0.01
11683,-0.17
11684,1.01
11685,0.03
11686,-0.16
11687,0.98
11688,0.0
11689,-0.14
11690,1.01
11691,-0.0
11692,-0.18
11693,1.0
11694,0.03
11695,-0.15
11696,0.99
11697,-0.01
11698,-0.16
11699,1.01
11700,0.01
11701,-0.18
11702,0.99
11703,0.03
11704,-0.14
11705,0.99
11706,-0.01
11707,-0.16
11708,1.01
11709,0.02
11710,-0.17
11711,0.99
11712,0.03
11713,-0.16
11714,0.98
11715,-0.0
11716,-0.14
11717,1.01
11718,-0.0
11719,-0.18
11720,1.0
11721,0.03
11722,-0.15
11723,0.99
11724,-0.01
11725,-0.15
11726,1.01
11727,0.02
11728,-0.18
11729,0.99
11730,0.02
11731,-0.14
11732,1.0
11733,-0.02
11734,-0.17
11735,1.01
11736,0.02
11737,-0.17
11738,0.99
11739,0.01
11740,-0.14
11741,1.0
11742,-0.0
11743,-0.17
11744,1.01
11745,0.03
11746,-0.16
11747,0.98
11748,-0.01
11749,-0.15
11750,1.01
11751,-0.0
11752,-0.18
11753,1.0
11754,0.03
11755,-0.15
11756,0.99
11757,-0.01
11758,-0.15
11759,1.01
11760,0.01
11761,-0.18
11762,0.99
11763,0.02
11764,-0.14
11765,1.0
11766,-0.01
11767,-0.17
11768,1.01
11769,0.02
11770,-0.17
11771,0.99
11772,0.01
11773,-0.14
11774,1.01
11775,-0.01
11776,-0.18
11777,1.0
11778,0.03
11779,-0.16
11780,0.98
11781,-0.01
11782,-0.14
11783,1.01
11784,-0.0
11785,-0.18
11786,1.0
11787,0.03
11788,-0.15
11789,0.99
11790,-0.01
11791,-0.16
11792,1.01
11793,0.02
11794,-0.18
11795,0.99
11796,0.01
11797,-0.14
11798,1.0
11799,-0.02
11800,-0.17
11801,1.01
11802,0.03
11803,-0.17
11804,0.98
11805,0.01
11806,-0.13
11807,1.0
11808,-0.01
11809,-0.18
11810,1.01
11811,0.03
11812,-0.16
11813,0.99
11814,-0.0
11815,-0.15
11816,1.01
11817,0.0
11818,-0.18
11819,1.0
11820,0.02
11821,-0.15
11822,0.99
11823,-0.01
11824,-0.16
11825,1.01
11826,0.02
11827,-0.18
11828,0.99
11829,0.01
11830,-0.13
11831,1.0
11832,-0.02
11833,-0.17
11834,1.02
11835,0.03
11836,-0.18
11837,0.99
11838,0.01
11839,-0.14
11840,1.0
11841,-0.01
11842,-0.17
11843,1.01
11844,0.02
11845,-0.16
11846,0.99
11847,-0.0
11848,-0.15
11849,1.01
11850,0.01
11851,-0.18
11852,1.0
11853,0.02
11854,-0.15
11855,1.0
11856,-0.01
11857,-0.17
11858,1.01
11859,0.02
11860,-0.18
11861,0.99
11862,0.01
11863,-0.13
11864,1.0
11865,-0.02
11866,-0.18
11867,1.02
11868,0.03
11869,-0.18
11870,0.98
11871,0.01
11872,-0.13
11873,1.0
11874,-0.01
11875,-0.18
11876,1.01
11877,0.03
11878,-0.17
11879,0.99
11880,0.0
11881,-0.15
11882,1.0
11883,0.01
11884,-0.17
11885,1.0
11886,0.02
11887,-0.15
11888,1.0
11889,-0.01
11890,-0.17
11891,1.01
11892,0.02
11893,-0.17
11894,0.99
11895,0.01
11896,-0.14
11897,1.0
11898,-0.01
11899,-0.18
11900,1.01
11901,0.04
11902,-0.17
11903,0.98
11904,0.04
11905,-0.16
11906,0.98
11907,-0.01
11908,-0.14
11909,1.01
11910,-0.0
11911,-0.18
11912,1.0
11913,0.03
11914,-0.16
11915,0.99
11916,-0.01
11917,-0.15
11918,1.01
11919,0.01
11920,-0.17
11921,0.99
11922,0.01
11923,-0.16
11924,1.0
11925,-0.0
11926,-0.17
11927,1.0
11928,0.02
11929,-0.15
11930,0.99
11931,-0.01
11932,-0.15
11933,1.01
11934,0.01
11935,-0.19
11936,1.0
11937,0.03
11938,-0.14
11939,0.98
11940,-0.02
11941,-0.15
11942,1.01
11943,0.01
11944,-0.2
11945,0.99
11946,0.03
11947,-0.13
11948,0.99
11949,-0.02
11950,-0.15
11951,1.02
11952,0.02
11953,-0.19
11954,0.99
11955,0.02
11956,-0.14
11957,1.0
11958,-0.02
11959,-0.16
11960,1.01
11961,0.03
11962,-0.18
11963,0.99
11964,0.01
11965,-0.15
11966,1.0
11967,-0.01
11968,-0.17
11969,1.01
11970,0.03
11971,-0.16
11972,0.99
11973,0.0
11974,-0.16
11975,1.01
11976,0.0
11977,-0.17
11978,1.0
11979,0.02
11980,-0.15
11981,1.0
11982,-0.0
11983,-0.18
11984,1.0
11985,0.02
11986,-0.16
11987,0.99
11988,0.0
11989,-0.14
11990,1.01
11991,0.0
11992,-0.19
11993,1.0
